llm_summary,LABEL
 Salesforce agent UI issue: Unable to cancel Work Order and abandon account.,duplicate dtn issue
" In Springfield, Missouri, an issue was discovered where several Fiber Internet orders are incorrectly showing as ""in construction"" in Salesforce despite being ready for installation. This discrepancy between the system status and actual readiness has caused problems with the programming aspect in Optuis, requiring manual intervention to ensure they are ready for technicians. Examples of affected orders include SA-214289, SA-212578, SA-200318, and others. Prompt resolution is necessary to prevent similar issues with orders from other days.",duplicate dtn issue
 Partner Portal is impacted. Customers are unable to order 360 wifi on the account due to an error related to existing 360 wifi.,duplicate dtn issue
 Salesforce is experiencing system performance issues.,duplicate dtn issue
" There is an issue with the 'Send II New Order Conf Email' orchestration item. Some instant internet accounts are not creating contacts, which leads to the failure of this item. Additionally, SOM is disabled for these orders, causing normal order flow and other orchestration item failures.",duplicate dtn issue
 **Function Impacted**: Salesforce Issues **Issue Category**: System Performance **Work Order**: 05583261 **Case Number**: Not Available,duplicate dtn issue
" Rory Hays' account (A00752520) failed the ""Pre-Validation Check"" due to missing DTN. The SOM Support Team identified that the PVC failed because DTN is missing for an enabled order, while the CSFInquiry showed smartnidcapable as false. Other PVC errors occurred due to missing DTN, order due date, premise plume location ID, premise customer plume ID, and work order ID. These data issues caused the Pre-Validation orch item to fail, and the case is assigned to the concerned team.",duplicate dtn issue
 Function Impacted: Equipment Issue Category: QF Summary: Customer reported not receiving pods or checked-in tracking equipment. A replacement has been processed but not reflected in the system.,duplicate dtn issue
 **Function Impacted**: Instant Internet Ordering **Issue Category**: QF: Manage Portal **Case Number**: 01667112 **Summary**: Unable to access activate.q.com,duplicate dtn issue
 Duplicate DTN/SmartNID cache issue for pending account under Jason Hill. Address flagged as SmartNID ready in error. DTN 1500175513 already active in another unit. Need cache correction for Jason Hill to reorder and get a new DTN.,duplicate dtn issue
 **Function Impacted:** Fiber Internet Ordering **Issue Category:** System Performance **Work Order:** N/A **Case Number:** 02749659,duplicate dtn issue
" When ROP was used on LCI 2 and 3 of A00696405, they were immediately canceled in Optius. Manual cancellation of LCI 1 resulted in canceled LCIs for the next two ROPs. LCI 4 was manually keyed and is successfully pending.",duplicate dtn issue
 **Function Impacted**: Instant Internet Ordering **Issue Category**: System Performance **Work Order**: NA,duplicate dtn issue
" User is unable to manually register pods due to an error stating that the serial number does not exist. Additionally, the user is unable to set up a username and password for their account.",duplicate dtn issue
 Partner Portal is impacted with an issue where users are unable to update their payment methods under the Billing/Payment category.,duplicate dtn issue
 **Function Impacted**: Fiber Internet Ordering **Issue Category**: All Other Issues **Work Order**: 000000000 **Case Number**: 01814173 **Duplicate DTN**: 1500234972,duplicate dtn issue
 **Function Impacted**: Instant Internet Ordering **Issue Category**: System Performance **Work Order**: NA,duplicate dtn issue
 Agents without PDAP authorization can't reschedule installations.,duplicate dtn issue
 **Summary:**  - Customer cancelled Connected Voice service (A00695456). - Automated email incorrectly informs the customer that they cancelled 360 WiFi. - The order itself was written correctly. - Need to investigate and correct the automated email notifications.  **Additional Information:**  - SFDC Cx Account URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000R8EXaIAN/view - Cx email: https://ctl-fiber.lightning.force.com/lightning/cmp/c__fbr_cmpInvoiceView?c__recordId=a8RDo000001HRMl&ws=%2Flightning%2Fr%2FAccount%2F001Do00000R8EXaIAN%2Fview&uid=1714678924627,duplicate dtn issue
 **Function Impacted**: QF: Manage Portal **Issue Category**: Wifi 360 deactivation order not generating **Details**:  - No pending deactivation order present - Deactivation order not triggering for account 02477931 (disconnect of 360 Wifi) - SFDC Cx Acct URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/0013j00003Ds0luAAB/view,duplicate dtn issue
 Orders are not being processed or reflected in child accounts despite manual submission and successful submission messages. Order writers encounter the same issue when running orders manually.,duplicate dtn issue
 A fiber internet order is impacted due to an issue with the SmartNID status being enabled without installation. The work order number is A00448294 and the case number is 01828177.,duplicate dtn issue
 **Summary:**  - Customer is unable to update credit card information in Manage My Account. - Unable to select the Order button when attempting to upgrade internet speed to 940 mbps.,duplicate dtn issue
" Customer is unable to accept EULA in the online portal. Salesforce indicates EULA acceptance, but lacks a date. Subscriber agreement is checked, but subscriber agreement method, acceptance date, and version number are missing. This issue affects multiple accounts.",duplicate dtn issue
" Partner Portal is impacted with an issue where users are unable to update their payment methods, causing problems in the Billing/Payment category.",duplicate dtn issue
" A customer had an installation order with SA-14700893 due on 3/29/24. Legacy programming for CTL was coming out. The QF order moved into unscheduled, but the CTL programming still came out, resulting in a poor customer experience. It is requested to investigate why CTL services are still being taken down when QF systems move an order to unscheduled.",duplicate dtn issue
 Function Impacted: Equipment Issue Category: QF Summary: Unable to create a repair case due to missing data in the pod_replacement table. An INC needs to be submitted with the provided SFDC Cx Acct URL.,duplicate dtn issue
 Fiber Internet Ordering impacted. Work Order: 02501431. Customer needs DTN assigned.,duplicate dtn issue
 Salesforce is experiencing system performance issues.,duplicate dtn issue
 Closed accounts with in-progress disconnect orders:  - 48 accounts are in closed status. - Disconnect A order numbers for these accounts are still in progress. - These orders should be completed. - A list of the affected accounts is attached.,duplicate dtn issue
" Zuora accounts are missing address elements like zip, state, and city. This is causing issues with the Marketing Cloud Invoicing process and the GLWF processing of Revenue records.",duplicate dtn issue
" **Function Impacted:** Partner Portal **Issue Category:** Billing/Payment **Issue Description:** Customer is unable to access the update payment method page. When she tries, the page doesn't load and just gives her a blank screen.",duplicate dtn issue
 **Summary:**  Two customers are associated with DTN 1500025338. Lee County Insurance is the active customer and is currently out of service due to a pending order for Redlight Multimedia.,duplicate dtn issue
 No data for May 2024 is available in CCDW or CDW as of 5/7/2024.,duplicate dtn issue
 SNID cache update request for account 001Do000002a47lIAA to clear SMARTNID cache and remove SMARTNID indicator due to decommissioned QF equipment.,duplicate dtn issue
" The Instant Internet Buy Flow allows users to create accounts with an already existing and active email address. Instead of displaying an ""email already in use"" error, it presents a generic error and creates the account without a username. This issue can be resolved by implementing username validation on the email field to prevent orders from being created with duplicate emails.",duplicate dtn issue
 - Duplicate DTN/SmartNID cache issue for pending account under Haik Shahmoradian. - Address flagged as SmartNID ready in error. - DTN 1500227694 already active in another unit under Tiffany Austin. - Need SmartNID cache corrected for Haik Shahmoradian to reorder and get a new DTN.,duplicate dtn issue
 - Function impacted: QF: SOM - Work order: -A00762295 - Issue: Orchestration error - Details: Customer cancelled and needs correction. Change from "frozen" to "abandoned activation" for refund. - Customer account URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000R98qDIAR/view,duplicate dtn issue
 Customer is unable to upgrade internet service from 200 to 500 Mbps. The 'submit' button is greyed out when trying to make changes through 'manage my subscription'.   Customer Account URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000MVoyXIAT/view,duplicate dtn issue
" For the C2F Accounts List View on the Accounts Tab, some accounts are not marked as C2F Migration = True. A Jira defect should be created for the Panther team to address this issue in the November release.",duplicate dtn issue
 Incorrect data in TECH2GO SFS Pod assets during API calls.,duplicate dtn issue
 **Function Impacted:** Fiber Internet Ordering **Issue Category:** System Performance **Work Order:** N/A **Case Number:** 02731597,duplicate dtn issue
 SRE PX - Geospatial Service Related Alert - No critical or warning alerts. - 1 resolved alert. - Started at: 2023-09-26 13:28:31 GMT - Source: splunk_v2.quantumfiber_splunk,duplicate dtn issue
" Alert Summary: No critical or warning alerts, but 1 resolved alert.  Alert Details: - Alert Name: SRE Alert PX QF Qualify serviceAddressesValidationsO2 Timeout - Status: OK - Service/API: Qualify-serviceAddressesValidationsO2 timeout - Search Name: SRE Alert PX QF Qualify serviceAddressesValidationsO2 Timeout - Description: SRE Alert PX QF Qualify serviceAddressesValidationsO2 Timeout - Start Time: 2023-09-25 15:20:07 GMT - Source: splunk_v2.quantumfiber_splunk",duplicate dtn issue
 The Partner Portal system does not allow users to resume service before September 18th. Case Number: 00583497,duplicate dtn issue
 Salesforce agent UI is showing incorrect status of "On-site" for a completed job. An error message appears when attempting to change the status. Work Order: 00701470.,duplicate dtn issue
 **Summary:**  Partner Portal is experiencing issues where customers are unable to view newly added payment methods and order new pods. This has occurred twice.,duplicate dtn issue
 Salesforce agent UI issue: Unable to change status from 'waiting for service',duplicate dtn issue
 Ashleigh Kemper ordered two additional pods (A00155324) that were returned to the sender as per tracking number 1ZX738X71359513138. The request is to have the pods sent back as soon as possible.,duplicate dtn issue
 Partner Portal issue (INC4763356): Customer cannot select 360 pods on the portal.,duplicate dtn issue
 Unable to resume service from pause. (INC5034463),duplicate dtn issue
" Elmer Navales's account lacks an activation date, preventing payment method updates and speed selections.",duplicate dtn issue
" An order was submitted, but the operation plan is corrupted and cannot be viewed. The order lacks an operation plan. The account appears to be a shell account, but a payment was made. The address on the work order and sales agreement is 1825 TAYLOR AVE N SEATTLE, WA 98109 USA.",duplicate dtn issue
 **Summary:**  Fiber internet order is stuck at "Wait for ECD" step. Work Order: A00376945 Case Number: 01626259 ORCH PLAN WAIT FOR ECD is still running.,duplicate dtn issue
" Partner Portal setup issue, error message: 'for technical reason the request could not be handled'. Customer address available in the area. Case Number: 00449357",duplicate dtn issue
 Cx not receiving emails; password resets and welcome emails not going through; verified email is correct.,duplicate dtn issue
 Function impacted: All other issues Work order: 04239112 Case number: 02662415,duplicate dtn issue
 **Summary:**  - Orchestration error for A00705383. - Cx account is active as of 4/3/24 but still shows "Pending". - A order still shows "in progress". - OP is fatally failed at step "Place HSI Service in EULA WG". - Cx Account URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000R8ipuIAB/view,duplicate dtn issue
 Cx unable to complete order due to system performance issues. Tried multiple devices and payment methods. Bank confirms no blocks.,duplicate dtn issue
 Customer changed their mind about a disconnection order and two new orders were created in error. Please cancel order A00704746 and ensure that the original disconnect order A00704730 is successfully canceled. The account should remain active.,duplicate dtn issue
 Function Impacted: None Issue Category: All Other Issues Work Order: Not Applicable Case Number: Not Applicable,duplicate dtn issue
 **Summary:** Fiber internet ordering is impacted due to an unspecified issue. There is no order due date.,duplicate dtn issue
 **Function Impacted**: Instant Internet Ordering **Issue Category**: QF: Manage Portal **Issue Description**: Broken page error when signing in to portal after creating user info in SF,duplicate dtn issue
 A customer reported a billing issue where a $15 credit issued on 02/09/24 is not reflected in their recurring payment receipt email. This causes confusion for the customer regarding the amount due. The credit memo information is missing from the email. See attached for more details.,duplicate dtn issue
 Fiber Internet Ordering impacted due to duplicate DTN issue in Manage Portal.,duplicate dtn issue
" - A request to verify the existence of a SmartNID cache for DTN 1500078239, specifically for the location of 1770 92nd St. unit Clubhouse, as per information found in Salesforce.   - Historical data shows that this DTN has been assigned to multiple units in the past.   - Due to the disconnection of the original gratis account in August 2023, the DTN has been moved to BIWF/SMARTNID in IMPROV.",duplicate dtn issue
 A orders have OP failures. Work orders A00400774 and A00444436 need to be processed to "Complete" so that the account will roll to "closed" status.,duplicate dtn issue
 Function Impacted: Salesforce agent UI Issue Category: All Other Issues Specific Issue: Unable to cancel account,duplicate dtn issue
 Fatal failure at step "O2 Service Order Assign" for multiple accounts. Order A00371991 is in jeopardy status and cannot be rescheduled. Investigation needed.,duplicate dtn issue
 Function impacted: Instant Internet Ordering. Issue: QF: Manage Portal cannot load the activate.q.com page or scan the QR code to the Salesforce Customer Lead URL. URL: https://ctl-fiber.lightning.force.com/lightning/r/Lead/00QDo00000CNIKdMAP/view,duplicate dtn issue
 Work order 03316531 is stuck in "pending activation" status after SA installation cancellation. It needs to be updated to "abandoned activation" status.,duplicate dtn issue
 Salesforce agent UI is impacted with an issue where users are unable to cancel service due to an error.,duplicate dtn issue
" A customer is attempting to order a change of speed but encounters an error that prevents the page from loading. The order summary displays the new charges for different Mbps options, but upon submitting the order, an error screen appears indicating that the page failed to load.",duplicate dtn issue
 Function Impacted: OP is fatally failed at "Device Selection callout to GCP" Issue Category: All Other Issues Work Order: 05643321 Case Number: 02804107  Summary: - Order completion and service restoration achieved. - Account status remains inactive due to orchestration step failure. - Multiple accounts affected by the same issue. - Related PARENT INC (INC6476306/QFCP-25588) opened and assigned to SOM Support/Cardinals. - E2E investigation required. - Additional error message and details provided.,duplicate dtn issue
 **Function Impacted**: Payment **Issue Category**: Billing/Payment **Summary**: Customer reported that the 'update payment method' button is not working when trying to make a payment.,duplicate dtn issue
 The issue is related to the inability to order instant internet. The user is unable to access activateq.com. The case number is 01625805 and the SFDC case URL is provided.,duplicate dtn issue
" Duplicate DTN reported for Fiber Internet Ordering. Function Impacted: Fiber Internet Ordering, Issue Category: QF: SOM, Case Number: 01644571.",duplicate dtn issue
 Data loading issue in CCDW. April 2024 data not loading. Tracking ticket raised.,duplicate dtn issue
" Health Certificate creation failed. Salesforce issues are causing system performance issues. If the failure prevents work order creation, open an INC ticket, include the customer DTN, and attach screenshots of the error.",duplicate dtn issue
 - Customer unable to sign up for service due to missing serial number on modem. - Previous repair appointment failed to resolve the issue. - Customer is waiting for a technician to return but has not received any updates. - Customer has cancelled their previous account. - Reference number: SA-7789804,duplicate dtn issue
 **Summary:**  - Account needs to be closed.  - Deactivation cases return an error due to existing A Order (A00674997) with a due date of 8/31/2023 7:50 PM.  - OP is frozen/failed at step "Assia ON: Reset speed" for A00378475.  - SFDC Cx Acct URL provided.,duplicate dtn issue
 Customer is unable to resume services on the portal and is unable to set an activation date.,duplicate dtn issue
 A disconnect order (A00610763) was due on 2/7 but failed to take down service and billing. A new disconnect case has been implemented to stop the service. An investigation is needed to determine why the original order did not create an OP as it should have.,duplicate dtn issue
" **Function Impacted**: QF: SOM **Issue Category**: Order/Installation cancellation **Work Order**: 05290783 **Case Number**: 02684196 / A00699702  **Summary**: - Order/installation is cancelled, but the account status is not moving to Abandoned Activation. - Orchestration step HSI Fiber Installation Completed is stuck on Frozen/Running. - Several other steps are stuck on Frozen.  **Additional Information**: - Cx Acct URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000R8Y0SIAV/view",duplicate dtn issue
 Salesforce agent UI is impacted. The issue category is All Other Issues. There is no work order associated with this issue. The case number is 01616312 DUPLICATE DTN.,duplicate dtn issue
 - Customer was qualified in error. - Address is 232 n garrison rd vancouver wa Vancouver WA United States 98664. - Address does not qualify in Uniqual and is not built in O2. - Please remove from website and buy flow.,duplicate dtn issue
 Salesforce agent UI is impacted due to incorrect information in cases created by API integration. FCST is unable to update or close these cases. Case numbers: 1390860 & 1390859.,duplicate dtn issue
 **Function Impacted**: Partner Portal **Issue Category**: All Other Issues **Summary**: Unable to submit QF Application form for ACP,duplicate dtn issue
 Create Legacy Case and Send Order Confirmation Email orchestration tasks failed in Orchestration Plan. Retrying Send Order Confirmation Email succeeded and produced a DTN. Create Legacy Case is complete. Investigate root cause.,duplicate dtn issue
 **Summary:**  - Customer is unable to downgrade internet speed to 200 Mbps through the self-service portal. - Order A00636653 is in "Ready to Submit" status but lacks an assigned Orchestration Plan. - The customer account is active and migrated. - Resolution is needed to enable the customer to submit a downgrade order via the portal. - URL to customer account provided.,duplicate dtn issue
" A customer is experiencing issues while trying to upgrade their internet speed through the self-service portal. The 'submit' button to confirm the upgrade is greyed out, preventing them from completing the process. The customer has also attempted to add a payment method, but it doesn't seem to resolve the issue.",duplicate dtn issue
" Customer wants to upgrade their internet speed to 200 Mbps for $49.00 per month, but the upgrade option is not available on their online portal.",duplicate dtn issue
 Function Impacted: Salesforce agent UI Issue Category: QF: Manage Portal Case Number: 01600272 Summary: Difficulty in canceling the service through the Salesforce agent UI.,duplicate dtn issue
 Function Impacted: Instant Internet Ordering Issue Category: QF: Manage Portal Summary: Unable to sign up for instant internet,duplicate dtn issue
" A customer placed an order for a pod on September 5th, 2023 (Order ID: A00383357). However, they have not received the pod yet. There is no tracking number available for the equipment order (ET#0000027192). Please assist in shipping the pod to the customer.",duplicate dtn issue
 Fiber Internet Ordering is impacted. The work order number is 03414803 and the case number is 01820897 1500238590.,duplicate dtn issue
" **Summary:**  Work Order A00646663 failed to close the customer account as requested on 02/27/2024. The order is complete, but there is no OP and the customer account remains active.  **Key Details:**  - Work Order: A00646663 - Case Number: 02532506 - Customer Account URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000EDdiIIAT/view",duplicate dtn issue
 Inability to sign up for new Instant 360 WIFI service. Function impacted: Instant Internet Ordering.,duplicate dtn issue
 Salesforce agent UI is impacted due to missing activation date in All Other Issues type A orders.,duplicate dtn issue
" Customer is unable to create an account on activate.q.com despite trying on different devices (laptop, tablet, phone) and browsers.",duplicate dtn issue
" Function impacted: OP frozen for new install order. Issue category: QF: SOM. Work orders: A00571674, A00595870. Orchestration error 2. Update WO facilities snow amended - frozen steps, please correct and update to active service. SFDC Cx Acct URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000R6zVkIAJ/view",duplicate dtn issue
 A customer's SmartNid technology order has a duplicate DTN. The A order has been canceled. (Case Number: 01488144),duplicate dtn issue
 Orchestration error in A00695508. OP stuck at "Wait for Disconnect Order to Complete" step. SFDC Cx Acct URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000R8bsDIAR/view,duplicate dtn issue
" Partner Portal impacted, customer can't update payment method. Case number: 01602426. Error when changing payment method online.",duplicate dtn issue
" Customer (CX) attempted to request a pause service from 10/5/2023 to 4/9/2024, but it was rejected without any explanation. The pause service request was initiated on 9/28/2023. The order provision (OP) does not appear to have started. The issue is being escalated to the E2E team for review.",duplicate dtn issue
" CX can't disconnect due to In Flight Pause/Resume stuck in a frozen state. 3 deactivation cases were issued, but the account won't go into deactivation status because of stuck in-flight orders that need to be taken care of. See the provided link for more details.",duplicate dtn issue
" Customer is unable to pause his service through the self-service portal. He has tried twice, once in February and once recently, but the service was never paused and he never received a confirmation email.",duplicate dtn issue
" Promotion code entry box missing in buy flow, preventing users from entering code $45OFF21. See screenshots on INC.",duplicate dtn issue
" Cx has 2 pods and is unable to order additional pods. When attempting to order an additional pod through the customer portal, they receive an error message stating, ""Looks like we ran into a problem. While trying to load the experience for you, we ran into an issue. The most likely cause is a problem with the internet connection. Please verify your connection and refresh the page to try again."" See attached screenshots.",duplicate dtn issue
 - DTN 1500180963 is being used by multiple accounts. - A new customer cannot sign up for service due to this issue. - Casundra KROB's service is also using the same DTN (A00350629).,duplicate dtn issue
 **Function Impacted**: Instant Internet Ordering **Issue Category**: System Performance **Error**: UDIF error when requesting order,duplicate dtn issue
" **Function Impacted**: Partner Portal, EULA Issue **Case Number**: 01612406 **Issue**: Customer needs assistance in signing the EULA to activate the service. **Customer Account URL**: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000MTpRaIAL/view",duplicate dtn issue
 Customer is unable to upgrade their internet speed to 500 Mbps through the website. The website only offers an upgrade to 200 Mbps. The customer wants to upgrade to 500 Mbps and keep their current rate of $50 per month.,duplicate dtn issue
 - Multiple accounts failed at "Check with QFAST for the address ID" step. - Missing DTN on Nancy April's account at 511 S SIMPSON ST MOUNT DORA FL 32757 MOUNT DORA Florida United States 32757. - Order A00583967 is also affected. - Salesforce Cx Account URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000R7B9FIAV/view,duplicate dtn issue
" Salesforce agent UI is impacted. Work Order: 03167849, Case Number: 01801106. Duplicate DTN assigned is 1500218063. Please assign a new DTN.",duplicate dtn issue
 Duplicate DTN 1500205164 assigned to customer at same apartment complex.,duplicate dtn issue
" Unable to order 360 wifi service (Case 01672226). Customer gets a 404 error when attempting to order service. Also, 2 pods were left by the technician.",duplicate dtn issue
" A disco order (A00397816) for Work Order: 01492826, Case Number: 01610536 is stuck at the step ""Order Completion Event From Alianza"" since 9/18/23. The customer has already canceled the service.",duplicate dtn issue
 Function Impacted: Salesforce agent UI Issue Category: All Other Issues Work Order: NA Change: Change SmartNID status from enabled to EligibleDuplicate DTN: 1500011829,duplicate dtn issue
 Function Impacted: Instant Internet Ordering Issue Category: All Other Issues Summary: Unable to place instant internet orders.,duplicate dtn issue
 Deactivation Case 01974239 was created without generating an associated A Order for Disconnection due to an error: "INVALID_TYPE_ON_FIELD_IN_RECORD: Has Accepted RCC: value not of required type". This issue is preventing the deactivation process from completing successfully. The affected account needs to be closed.,duplicate dtn issue
 Fiber Internet Ordering impacted due to an issue in Manage Portal. User is unable to proceed with an order and a screenshot is attached for reference.,duplicate dtn issue
 **Function Impacted**: Instant Internet Ordering **Issue Category**: QF: Manage Portal **Case Number**: 01664638 **Issue**: Unable to access the sign-up page on the Salesforce Customer Account URL **URL**: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000MWSXMIA5/view,duplicate dtn issue
 Function Impacted: Manage Portal Issue Category: QF Work Order: N/A  User is experiencing login issues on the Salesforce Customer Account URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000R8oSwIAJ/view. The issue persists across multiple browsers.,duplicate dtn issue
" Function Impacted: Instant Internet Automation Tool Issue Category: Credit Card Entry Problem: Customers are unable to proceed past the credit card entry page during the order flow. After entering their credit card information, they are redirected to another page instead of completing the order.",duplicate dtn issue
 **Function Impacted**: Salesforce agent UI **Issue Category**: QF: SOM send order confirmation email -fail,duplicate dtn issue
 Salesforce agent UI is impacted due to system performance issue. Order canceled is frozen in orchestration plan. Incident number is INC5697125.,duplicate dtn issue
 Salesforce agent UI is impacted due to failure in sending confirmation email from SOM SQE Orchestration item.,duplicate dtn issue
 Fiber Internet Ordering impacted due to issue in accepting terms and conditions in Manage Portal.,duplicate dtn issue
" Function impacted: Fiber Internet Ordering. Issue category: All other issues. Duplicate DTN not closing, preventing customer from reordering. Duplicate DTN: 1500226107.",duplicate dtn issue
 - Function impacted: OP fatally failed at "Zuora Subscription Activation" step. - Issue category: QF: SOM. - Work order: 05349600 orchestration stuck. - Customer account went active on 4/4/24. - Need to complete A order and reflect "Active" status in the account. - OP fatally failed for A00716200.SFDC. - Cx Account URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000R8dcCIAR/view,duplicate dtn issue
" A customer is unable to pause their service. They have submitted a request, but it is not going through. The customer's account indicates they have Fiber Internet, which was activated on 1/12/24. This is beyond the 30-day mark of eligibility to use the Pause service. Further investigation is needed to determine the root cause.",duplicate dtn issue
" Customer was assigned an incorrect DTN (1500220067). The correct DTN (1500063135) has been updated in QFSF and Optius. However, the incorrect DTN still has active improvement credits and the correct DTN has the walled garden flag. The process did not follow the correct flow.",duplicate dtn issue
 An account in good standing was mistakenly closed by the Deactivation Queue due to a non-payment error.,duplicate dtn issue
" A customer, Cody Lester, has reached out with a complaint (Case 01759414) regarding repetitive emails and text notifications prompting him to return equipment. Despite having already returned the equipment on October 12, 2023, and its subsequent deletion from the Assets, Mr. Lester continues to receive these notifications. Please investigate the issue promptly.  For reference, the Salesforce Customer Account URL is provided: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000DIiPrIAL/view",duplicate dtn issue
" Fiber Internet Ordering impacted due to SmartNID status enabled without installation. Work Order: A00445050, Case Number: 01793606.",duplicate dtn issue
" In Salesforce Related Quick Links, the payment method name and applied invoice are no longer visible for certain accounts. This issue affects multiple users, including Susan Mason (DTN1500074590) and Jeanae McLendon (DTN1500089217). While the payment method is still displayed, the associated invoice information is missing.",duplicate dtn issue
 Customer can't update payment method online or via the app.,duplicate dtn issue
 Salesforce agent UI is impacted. Account deactivation for today can't be created.,duplicate dtn issue
 **Function Impacted:** Instant Internet Ordering **Issue Category:** All Other Issues **Summary:** Customer is unable to access the welcome page.,duplicate dtn issue
 Function Impacted: Instant Internet Ordering Issue Category: All Other Issues Specific Issue: Unable to Sign up for Instant Internet,duplicate dtn issue
 **Issue Category:** Migration **Customer Email:** ewilliams2372@q.com **Opt In Customer:** Yes **Address/Qualification Issue:** Yes **Customer is out of service:** Yes **Case Notes:** - Account has address ID in Salesforce but no DTN. - Migration customer A order not in Optius.,duplicate dtn issue
" Partner Portal is impacted. Customer account shows the last payment error of $626.57 on 8/6/2023. The account shows four pods under leased equipment and the customer is still leasing them. There are no notations on returning equipment, pods, or orders issued to remove them. It is unclear what the billing is for if the customer is still leasing and using the pods.",duplicate dtn issue
 DTN smartNID status enabled without installation.,duplicate dtn issue
 Function Impacted: Equipment Pod shipment Issue Category: Quality Failure Summary: Equipment Pod was shipped without generating equipment tracking information.,duplicate dtn issue
" Customer is unable to order service on Q.com for the address 177 siasconset lane inlet beach fl 32413. However, the address is available for service in Optius and Uniqual. The customer had service at this address last year. As per the supervisor, the address is only in Optius and Uniqual, so an engineering case is not needed, but an INC ticket is required.",duplicate dtn issue
" Salesforce agent UI is impacted. Work order A00354292 and case number 1609634 are associated with this issue. The account is active and should be abandoned. The issue occurred at the ""O2 Disconnect"" step, causing the OP to fail fatally. Investigation is required.",duplicate dtn issue
" An agent submitted a repair pod replacement request. The order showed 3 pods to be replaced, but only 1 was shipped. Order A00522439 shows 3 pods in the order products, but under additional information for the number of Wi-Fi pods, it shows 1, which is what feeds to KGP. Two additional pods need to be shipped, and the root cause needs to be identified as to why SF cases that are populating the order are not doing it correctly.",duplicate dtn issue
 Fiber Internet Ordering is impacted by an issue.,duplicate dtn issue
 Update SmartNID Cache with the following details: - DTN: 1500023213 - SN: 100231 - CB MAC address: 5813D32E1409 - SFDC Cx Acct URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/0013j00003BqUznAAF/view,duplicate dtn issue
 Customer reported an issue with the migration purl. Two customers used the migration purl but didn't receive an order confirmation or any payment information.,duplicate dtn issue
 Equipment SNID status shows enabled when they were never installed.,duplicate dtn issue
 Function impacted: Instant Internet Ordering Issue category: System Performance Work order: 999999999,duplicate dtn issue
 A disconnect order cancellation on 3/13 resulted in equipment tracking and a customer charge for non-returned equipment.,duplicate dtn issue
 **Function Impacted**: Instant Internet Ordering **Issue Category**: System Performance **Issue Description**: Customer is unable to connect to activate.q.com server and gets kicked out while placing an order. The issue is occurring in unit 408. **Customer CBR**: 5033120268 **SFDC Premise URL**: https://ctl-fiber.lightning.force.com/lightning/r/vlocity_cmt__Premises__c/a5N3j000000gdG2EAI/view,duplicate dtn issue
 A customer using the Partner Portal is unable to update their payment method and is receiving an error message stating "Unable to update payment. We were unable to update your payment method. Please check your card information or select another method of payment and try again." The case number associated with this issue is 01402720.,duplicate dtn issue
 QF: SQE SNID status enabled without install,duplicate dtn issue
 **Function Impacted:** Tech FSL **Issue Category:** All Other Issues **Issue Description:** Duplicate DTN on the same address **Duplicate DTN:** 1500055919,duplicate dtn issue
 A customer was charged $200 for a "Premium Modem" they have since returned but have not received a refund for. Case Number: 00601276,duplicate dtn issue
 Function impacted: QF: Manage Portal Issue category: Link issue Work order: 02742464 Case number: 02742464 Summary: Users are unable to log in or reset their passwords due to a missing or broken link.,duplicate dtn issue
 Request: Deactivate Salesforce.com BIWF Access,duplicate dtn issue
 Deactivate Salesforce.com BIWF Access Request INC5356458.,duplicate dtn issue
 **Function Impacted**: Salesforce agent UI **Issue Category**: All Other Issues **Case Number**: 01770524 **Summary**: SmartNID Status Enabled without install,duplicate dtn issue
 **Function Impacted**: Salesforce agent UI **Issue Category**: Billing/Payment **Work Order**: 03327564 **Case Number**: 01774781  **Summary**: Create an INC for enabling SNID status without installation on Winston Gregg's account to assign a new DTN. Duplicate DTN: 1500212310.,duplicate dtn issue
 **Function Impacted**: Instant Internet Ordering **Issue Category**: QF: Manage Portal can't get to sign up page **SFDC Cx Lead URL**: https://ctl-fiber.lightning.force.com/lightning/r/Lead/00Q3j00001ZARrcEAH/view,duplicate dtn issue
 Unable to sign up for Instant Internet Ordering. Work Order: 00302267,duplicate dtn issue
 Fiber Internet Ordering impacted by all other issues. Duplicate DTNs found.,duplicate dtn issue
 Manually created orders in QFS cannot be cancelled using the BULK CANCEL process. A list of orders that need to be cancelled is attached to the incident.,duplicate dtn issue
